,make,model,price,fuel,year,kms,power,doors,shift,color,photos,is_professional,province
32097,55,461,3000,0,2005.0,216000,120.0,5,1,1577,12,True,35
32098,55,239,21500,4,2020.0,100,140.0,5,0,2542,13,True,16
32099,46,484,19000,4,2018.0,70000,136.0,3,1,2592,6,False,39
32101,69,377,13150,0,2018.0,119000,115.0,5,1,881,11,True,39
32102,49,455,24400,1,2018.0,9000,150.0,5,0,881,17,True,37
32103,60,836,15900,4,2017.0,35760,110.0,5,1,1577,5,False,16
32104,49,508,12900,4,2019.0,16175,100.0,5,1,881,28,True,0
32105,4,88,22100,6,2015.0,89169,204.0,5,0,295,12,True,29
32107,70,782,17850,0,2016.0,59000,190.0,5,0,2656,27,True,29
32108,51,5,8900,4,2016.0,54700,82.0,5,1,881,10,True,6
32109,4,88,19400,0,2016.0,91000,110.0,5,1,2592,36,True,36
32110,55,764,17950,0,2017.0,38848,95.0,4,1,1577,12,True,27
32111,4,94,24000,0,2013.0,154000,204.0,5,0,2592,3,False,23
32112,49,809,9990,0,2007.0,159999,150.0,5,0,1577,23,True,39
32113,7,687,20500,4,2019.0,30866,136.0,5,0,2592,9,True,7
32115,50,423,8990,0,2012.0,119000,160.0,4,1,2592,35,True,29
32116,7,811,25990,0,2018.0,22000,150.0,5,0,881,21,True,20
32117,55,530,1650,0,2004.0,320000,120.0,5,1,1577,9,False,29
32118,46,484,23500,4,2015.0,80000,192.0,5,1,3062,7,False,9
32119,4,89,37100,0,2019.0,27942,150.0,5,0,881,18,True,18
32120,55,530,2800,0,2007.0,207000,85.0,4,1,881,5,False,2
32121,4,597,18500,0,2016.0,160000,150.0,5,1,2592,10,True,15
32125,4,92,26599,0,2015.0,129285,272.0,4,0,210,11,True,29
32126,59,417,500,4,1998.0,164000,60.0,5,1,881,7,False,16
32127,43,184,14999,0,2015.0,93000,150.0,5,0,1577,12,False,45
32128,51,59,24899,4,2018.0,17840,180.0,5,1,881,26,True,39
32129,44,225,45900,0,2019.0,24462,163.0,5,0,1577,17,True,7
32130,0,58,15100,4,2017.0,49569,145.0,3,1,2038,34,True,7
32131,64,733,2600,4,2006.0,213500,92.0,3,1,3062,5,False,29
32132,51,59,29390,0,2019.0,20,130.0,5,0,2433,15,True,29
32133,46,484,13700,0,2017.0,34801,95.0,5,1,942,8,True,29
32134,44,232,69999,4,2015.0,54500,455.0,2,0,631,54,True,2
32135,44,215,37500,4,2015.0,139000,367.0,4,0,881,11,False,3
32136,67,125,12900,5,2016.0,97817,136.0,5,0,881,10,True,2
32137,43,184,19999,0,2017.0,84000,150.0,5,1,881,13,True,25
32138,38,539,34900,5,2019.0,26401,197.0,5,0,881,51,True,29
32139,70,652,5200,4,2004.0,183000,220.0,4,1,295,14,False,35
32140,4,89,17900,0,2015.0,98000,150.0,4,0,881,20,True,18
32141,46,484,16490,0,2015.0,67000,116.0,5,0,2592,23,True,25
32143,38,539,31500,5,2018.0,9720,197.0,5,0,74,30,True,29
32144,55,530,13990,0,2017.0,34917,110.0,5,1,1875,12,True,29
32145,4,91,29990,0,2016.0,59000,245.0,5,0,3460,9,True,39
32146,59,417,9000,4,2015.0,35000,90.0,5,1,881,29,True,45
32147,22,432,7490,4,2015.0,9990,69.0,3,1,3062,23,True,45
32149,44,213,15990,0,2015.0,140641,136.0,5,0,3062,32,True,39
32150,59,475,6900,0,2012.0,190000,105.0,5,1,2592,5,True,27
32151,69,377,34000,4,2017.0,41000,310.0,5,0,295,13,False,7
32152,10,396,4900,0,2006.0,182000,150.0,5,0,1540,11,False,32
32153,69,377,21400,4,2017.0,79000,230.0,3,1,881,18,True,44
32154,4,89,22990,4,2019.0,37000,150.0,4,0,2592,30,True,7
32155,54,80,54900,4,1990.0,131000,250.0,2,1,881,54,True,45
32156,10,804,3490,0,2005.0,199000,143.0,5,1,295,22,True,29
32157,50,258,10000,2,2018.0,40000,90.0,5,1,3062,1,False,29
32158,22,335,14700,4,2019.0,16628,125.0,5,1,2592,17,True,32
32159,51,40,15990,0,2018.0,28389,130.0,5,1,1577,18,True,29
32160,59,417,16990,4,2019.0,30316,115.0,5,1,1497,20,True,7
32162,70,821,35900,0,2015.0,98700,200.0,5,0,2839,12,True,0
32164,7,692,29000,0,2017.0,112000,190.0,5,0,1577,3,False,29
32165,4,91,12000,0,2008.0,162682,170.0,2,0,2592,14,False,2
32166,44,236,5300,4,1997.0,197000,193.0,2,0,881,5,False,7
32167,7,687,6500,0,2008.0,144000,143.0,3,1,881,11,False,36
32168,11,155,15100,4,2020.0,0,83.0,5,1,881,21,True,29
32170,46,175,17500,4,2018.0,76384,136.0,5,1,2592,31,True,39
32171,44,214,18000,0,2015.0,39000,136.0,5,0,881,1,False,27
32172,67,127,13200,0,2016.0,126000,143.0,5,1,881,11,True,39
32173,67,835,10990,5,2015.0,34432,100.0,5,0,881,7,False,32
32174,7,691,15990,0,2016.0,133000,163.0,5,1,881,5,True,47
32175,7,247,2990,4,2003.0,166000,143.0,3,0,3062,9,True,12
32177,32,807,29500,4,2006.0,69000,143.0,3,1,2592,20,True,7
32178,51,64,27995,0,2019.0,10000,130.0,5,0,295,54,True,10
32179,7,811,29900,4,2019.0,6964,140.0,5,0,248,4,True,10
32180,22,382,12900,0,2016.0,95515,120.0,5,1,473,16,True,33
32182,54,560,120000,0,2017.0,9000,300.0,5,0,881,54,True,5
32183,44,215,7900,0,2007.0,286075,170.0,4,0,823,9,True,32
32184,51,38,1500,0,2004.0,254000,90.0,5,1,295,7,False,29
32186,51,40,8999,0,2016.0,63900,100.0,5,1,1577,13,False,4
32189,11,154,3900,0,2007.0,156000,70.0,3,1,3062,6,True,45
32190,7,691,22490,0,2017.0,65850,150.0,4,0,2060,29,True,18
32192,21,60,7500,4,2013.0,54000,69.0,2,1,823,11,False,7
32193,11,162,10900,0,2016.0,77000,100.0,5,1,881,8,True,39
32194,7,811,22500,0,2017.0,73034,150.0,5,1,108,15,True,10
32195,69,565,8900,0,2014.0,250000,140.0,5,0,3062,16,True,29
32196,50,516,16500,4,2018.0,40947,140.0,5,1,1577,21,True,31
32198,59,417,11450,4,2019.0,9566,80.0,5,1,1577,38,True,29
32199,51,52,2400,0,2006.0,158000,110.0,4,1,1577,9,False,47
32200,4,89,22800,0,2016.0,99000,190.0,5,0,1577,20,True,0
32202,67,127,3500,0,2008.0,387465,150.0,5,1,3460,9,True,28
32204,59,475,10300,4,2015.0,75000,110.0,5,1,881,5,False,7
32205,1,362,2700,0,2007.0,245369,150.0,3,1,2444,5,False,29
32206,38,539,23990,5,2015.0,100000,197.0,5,0,2066,41,True,29
32207,69,565,13890,0,2016.0,367812,190.0,5,0,881,54,True,7
32208,4,596,21900,0,2017.0,84000,116.0,5,1,881,32,True,41
32209,70,819,11499,0,2010.0,160000,163.0,5,0,881,8,True,39
32210,69,565,11690,0,2017.0,129000,120.0,5,1,881,28,True,39
32211,11,155,1800,0,2003.0,265550,70.0,5,1,1577,12,False,44
32212,44,224,23999,4,2014.0,48623,156.0,5,0,2592,28,True,39
32214,33,718,15950,0,2016.0,55000,115.0,5,1,881,8,True,7
32215,26,740,23199,4,2019.0,13323,177.0,5,0,2444,29,True,7
32216,4,89,7000,0,2007.0,240000,233.0,5,0,351,10,False,38
32218,21,145,5500,0,2010.0,238000,105.0,5,1,2444,9,True,0
32219,49,508,14600,4,2019.0,4032,100.0,5,1,1577,20,True,39
32220,44,217,18000,0,2015.0,137000,136.0,4,0,2592,6,False,15
32221,55,680,2200,0,2005.0,147000,120.0,5,1,2592,9,False,17
32222,44,214,25900,0,2019.0,21803,116.0,5,1,2149,19,True,29
32223,7,691,14850,0,2016.0,148000,163.0,5,1,2324,4,True,45
32224,55,442,7900,0,2016.0,128000,90.0,3,1,881,5,True,2
32225,49,606,27990,4,2019.0,135,160.0,5,0,272,28,True,9
32226,11,155,5990,4,2014.0,45000,82.0,5,1,881,16,False,42
32227,15,548,2490,4,2004.0,92000,122.0,4,0,1577,9,True,29
32228,70,652,4200,0,2007.0,261000,136.0,4,1,295,10,False,46
32229,46,484,5990,0,2010.0,140000,112.0,3,1,823,10,True,41
32230,7,691,12000,4,2007.0,170000,272.0,2,0,2592,6,False,6
32231,47,98,14500,4,2018.0,27026,117.0,5,1,2592,5,False,6
32232,69,565,8900,0,2011.0,160500,105.0,4,1,2592,28,True,16
32233,26,867,5990,0,2010.0,142208,115.0,5,0,2592,21,True,17
32234,46,484,4900,4,2007.0,170000,90.0,3,1,295,9,False,18
32235,13,344,43900,4,2020.0,5000,310.0,5,0,1577,15,True,17
32237,44,225,31000,0,2016.0,117963,170.0,5,0,15,9,True,7
32238,43,502,24500,4,2020.0,8990,181.0,4,1,1041,20,True,18
32239,7,691,14000,0,2013.0,102350,116.0,4,1,881,16,False,49
32240,44,217,18500,4,2015.0,90000,156.0,5,1,881,6,False,10
32241,44,221,38099,4,2018.0,65315,245.0,2,0,44,11,True,29
32242,69,377,16500,0,2015.0,101000,150.0,3,0,3062,5,False,29
32243,7,813,39500,0,2017.0,84000,265.0,5,0,295,20,True,7
32244,21,298,26950,0,2020.0,5,160.0,4,1,881,49,True,51
32245,36,633,25000,0,2016.0,92000,150.0,5,0,881,18,True,39
32247,59,122,25900,0,2017.0,54724,150.0,5,1,1424,49,True,20
32248,67,125,3200,0,2007.0,226600,126.0,3,1,1577,9,False,4
32249,11,165,21990,0,2020.0,9009,130.0,5,1,2592,13,True,29
32250,69,677,12800,4,2013.0,139000,160.0,3,0,2592,39,True,31
32251,4,89,7750,0,2007.0,228000,170.0,5,1,2592,17,True,47
32252,4,85,11900,0,2016.0,62000,90.0,5,1,2592,10,False,36
32253,67,125,11550,4,2016.0,79300,116.0,5,1,887,27,True,7
32254,7,689,16900,0,2016.0,92289,150.0,5,1,1997,11,True,17
32255,7,815,6700,0,2004.0,75000,218.0,5,0,1577,14,False,29
32256,21,58,8000,4,2016.0,76000,69.0,3,1,1577,7,False,29
32257,33,200,15500,0,2018.0,82000,115.0,5,1,1577,8,True,15
32258,61,861,10750,4,2015.0,39990,71.0,3,1,1577,30,True,45
32259,7,691,6399,0,2007.0,184000,122.0,4,1,1577,8,False,0
32260,44,222,9990,0,1996.0,99000,177.0,3,1,255,11,True,29
32261,67,835,11950,5,2016.0,71206,100.0,5,0,881,18,True,28
32262,33,202,3990,0,2007.0,142097,185.0,5,1,1577,22,True,32
32263,63,471,1700,4,2001.0,256000,156.0,5,1,295,5,False,7
32264,69,565,16399,0,2016.0,118167,150.0,4,0,148,11,True,32
32265,55,530,2500,4,2007.0,101000,110.0,3,1,2592,2,False,6
32266,70,818,33895,0,2021.0,8957,150.0,5,0,1577,21,True,29
32267,69,377,600,4,1993.0,300000,115.0,3,1,2592,2,False,32
32269,21,679,9700,0,2014.0,51000,90.0,4,1,881,37,True,39
32270,59,106,19900,0,2018.0,94706,150.0,5,0,3474,20,True,39
32271,59,417,12900,0,2019.0,36600,95.0,5,1,881,7,True,39
32272,7,840,26000,4,2012.0,110000,306.0,2,0,881,13,False,50
32274,32,248,22990,0,2018.0,57933,140.0,5,0,881,34,True,12
32275,69,577,3699,4,2008.0,159000,80.0,3,1,2592,9,True,29
32276,4,89,4390,0,2005.0,270000,140.0,5,1,1577,12,True,2
32277,70,779,11900,0,2016.0,138000,120.0,5,1,2592,23,True,13
32281,59,122,18990,4,2019.0,28301,115.0,5,1,881,11,True,29
32282,51,563,9000,4,2017.0,141548,98.0,4,1,881,7,False,44
32283,60,646,4300,0,2007.0,216980,105.0,5,1,2592,9,True,41
32284,67,125,11290,4,2016.0,91304,116.0,5,1,881,18,True,29
32285,50,258,16990,4,2020.0,5,100.0,5,0,881,19,True,39
32286,22,341,3999,4,2009.0,178000,100.0,5,1,2592,14,True,10
32287,7,687,15990,0,2016.0,35000,116.0,5,1,1577,27,True,45
32289,7,866,15900,1,2016.0,90000,170.0,5,0,881,9,True,39
32290,22,335,14950,4,2018.0,1000,100.0,5,1,3062,10,True,8
32291,22,341,2300,0,2001.0,245000,90.0,3,1,2592,0,False,26
32292,7,691,22900,0,2018.0,18000,150.0,4,0,2592,15,True,18
32293,55,317,27490,0,2018.0,48170,160.0,5,0,881,33,True,45
32295,59,417,6900,4,2013.0,152000,85.0,5,1,881,9,True,10
32296,11,675,800,4,1997.0,168000,60.0,5,1,3421,21,False,50
32297,69,525,46900,0,2017.0,58603,204.0,5,1,812,16,True,29
32298,31,325,29000,0,2017.0,54000,180.0,5,0,2592,16,True,29
32299,4,89,15000,0,2011.0,145000,143.0,4,0,1577,0,False,22
32300,26,867,15000,4,2019.0,20750,120.0,5,1,881,2,False,29
32301,44,215,27500,0,2019.0,21978,160.0,4,0,1577,22,True,29
32303,22,335,17900,4,2020.0,10,125.0,5,1,295,9,True,24
32304,11,714,18900,0,2017.0,34000,178.0,5,1,881,5,False,25
32305,21,337,6590,3,2017.0,96000,70.0,3,1,881,18,True,29
32306,38,627,58300,5,2019.0,15432,313.0,5,0,740,54,True,29
32307,7,687,15900,0,2018.0,32200,116.0,5,1,108,4,True,25
32309,22,341,11750,4,2018.0,25583,125.0,5,1,2156,15,True,29
32311,22,766,19500,0,2016.0,110055,130.0,4,1,881,6,True,21
32312,24,176,14990,0,2014.0,107000,120.0,5,1,881,47,True,4
32313,69,377,17900,0,2018.0,72570,115.0,5,1,910,14,True,29
32314,46,484,7890,4,2009.0,140000,120.0,2,1,2592,54,True,29
32315,50,423,13200,0,2017.0,82829,136.0,5,1,881,29,True,29
32316,69,191,7990,0,2016.0,134488,102.0,4,1,881,31,True,7
32317,59,475,11199,0,2016.0,61726,150.0,5,1,2390,19,True,45
32319,11,162,14290,4,2020.0,0,110.0,5,1,1997,37,True,29
32321,11,160,3950,0,2008.0,180000,110.0,5,1,823,17,True,7
32322,69,577,10000,4,2016.0,78000,110.0,5,1,2592,10,False,7
32323,46,263,9499,0,2013.0,166589,112.0,5,1,1577,50,True,29
32324,46,484,17600,4,2018.0,85956,136.0,5,1,823,32,True,36
32325,11,714,25490,0,2018.0,87000,178.0,5,0,2592,32,True,29
32326,69,677,11500,4,2010.0,108352,160.0,3,1,2927,54,True,29
32328,31,325,29049,0,2016.0,89336,180.0,5,0,3173,9,True,39
32329,46,484,18900,0,2019.0,17500,95.0,3,1,3426,54,True,29
32330,21,60,12900,4,2019.0,14198,69.0,2,0,881,18,True,31
32331,59,122,25400,4,2018.0,10,150.0,5,1,2542,21,True,8
32332,4,89,17500,0,2018.0,121169,150.0,4,0,881,6,True,7
32333,69,377,2790,0,2005.0,60000,140.0,3,1,1577,9,False,7
32335,51,40,15000,0,2016.0,73000,120.0,5,1,2592,15,False,2
32336,50,116,11700,0,2013.0,98000,163.0,5,1,1577,1,True,7
32337,69,702,22500,0,2016.0,78000,150.0,5,0,2592,1,True,33
32338,44,214,25900,4,2019.0,23581,136.0,5,0,3250,42,True,7
32339,55,436,20600,4,2020.0,21650,140.0,5,1,1817,14,True,35
32340,44,798,12999,0,2008.0,239000,150.0,4,1,1577,14,True,37
32342,54,203,21900,0,2011.0,338000,240.0,5,0,881,8,False,32
32345,22,151,10900,4,2016.0,95349,100.0,5,1,1041,18,True,7
32346,4,596,22890,4,2018.0,20950,116.0,5,1,2553,36,True,29
32347,33,718,13900,4,2015.0,53700,135.0,5,1,1041,17,True,7
32348,44,237,39500,0,2019.0,13000,163.0,4,0,2592,15,True,7
32349,4,85,15950,4,2018.0,38194,95.0,5,1,3062,16,True,2
32350,69,377,2600,0,2001.0,330000,115.0,3,1,1577,10,False,29
32351,4,89,22200,4,2019.0,55546,150.0,4,0,2613,36,True,10
32352,55,530,7800,0,2009.0,205000,130.0,3,1,2592,10,False,18
32353,33,848,15500,0,2018.0,73000,136.0,5,1,881,14,False,21
32354,4,88,5750,0,2007.0,220000,140.0,3,0,2592,22,True,7
32355,50,506,6495,2,2015.0,150000,120.0,5,1,881,21,True,47
32356,22,767,3300,0,2008.0,280000,90.0,5,1,255,7,False,6
32357,50,121,1500,4,1992.0,119000,115.0,3,1,2592,10,False,7
32358,44,213,6200,0,2005.0,103000,109.0,5,0,3421,21,False,45
32359,44,225,29999,0,2017.0,162000,204.0,5,0,2592,29,False,14
32360,44,173,35900,4,2020.0,10000,163.0,4,0,881,7,True,29
32362,50,506,5800,4,2010.0,70000,120.0,5,1,823,21,True,29
32363,38,414,4800,0,2006.0,330000,177.0,4,1,2592,0,False,29
32365,50,244,8900,0,2017.0,120000,95.0,5,1,881,14,True,45
32366,50,121,4350,0,2008.0,158000,100.0,4,1,2321,22,True,45
32368,70,819,21800,0,2016.0,107436,150.0,5,1,1882,19,True,7
32369,55,680,2000,0,2005.0,220000,105.0,5,1,2592,30,False,49
32370,67,125,4500,0,2008.0,166000,177.0,3,1,2592,7,False,21
32371,50,121,17890,4,2019.0,5,125.0,5,1,295,28,True,29
32372,4,597,47700,0,2019.0,5478,190.0,5,0,2542,22,True,29
32373,7,815,32750,0,2016.0,47938,231.0,5,0,881,24,True,2
32374,44,801,12090,0,2014.0,135000,136.0,4,1,2142,26,True,39
32376,7,812,30500,0,2019.0,19879,150.0,5,0,2592,9,True,31
32377,43,184,19850,0,2018.0,74000,150.0,5,1,2592,52,True,7
32378,55,239,6999,4,2014.0,89000,90.0,5,1,295,10,True,7
32379,4,600,14900,4,2009.0,187000,211.0,5,0,1577,13,False,7
32380,4,88,11000,4,2010.0,78000,200.0,3,1,2592,10,False,7
32382,69,377,5990,0,2006.0,101000,105.0,3,1,295,8,False,29
32383,55,680,3600,0,2007.0,139700,105.0,5,1,823,19,True,7
32384,11,160,4800,4,2009.0,110000,90.0,5,1,3062,12,True,28
32385,22,349,1999,0,2006.0,192600,68.0,5,1,2592,16,True,29
32386,22,335,2250,0,2006.0,164000,68.0,3,1,1577,13,True,47
32387,11,383,13500,0,2017.0,99000,120.0,5,1,881,24,True,26
32389,44,213,15900,0,2014.0,177174,170.0,5,0,2592,13,True,28
32390,22,341,11490,0,2016.0,41000,120.0,5,1,1577,12,True,29
32391,55,198,14990,4,2019.0,10701,90.0,5,1,431,12,True,29
32392,67,131,3300,4,2006.0,113804,68.0,3,1,1577,22,True,29
32393,4,89,13900,0,2010.0,188000,240.0,5,0,1577,10,True,36
32394,4,600,28800,0,2017.0,71600,150.0,5,1,473,19,True,49
32395,21,294,4990,0,2008.0,62769,70.0,5,1,881,19,True,29
32397,69,267,9900,0,2007.0,290000,136.0,4,1,881,10,False,14
32398,59,122,22500,4,2019.0,14600,150.0,5,1,1577,28,True,20
32399,22,647,6700,0,2008.0,190000,130.0,5,0,2592,9,True,46
32400,44,221,4990,0,2002.0,224408,177.0,4,0,1577,32,True,29
32401,69,377,3500,4,2002.0,225000,105.0,5,1,1577,0,False,20
32402,11,832,5990,4,2012.0,75000,110.0,5,1,881,9,True,25
32403,7,691,6500,4,2002.0,285900,231.0,2,0,2592,12,False,29
32404,67,463,24500,0,2006.0,155000,166.0,5,1,1577,0,False,42
32406,50,114,20500,6,2014.0,55000,150.0,5,0,1261,12,True,32
32407,36,289,79900,0,2020.0,3000,240.0,5,0,3421,48,True,45
32408,11,162,16990,4,2019.0,11976,110.0,5,0,2444,25,True,47
32409,4,89,8990,0,2008.0,150000,120.0,5,1,1577,9,True,16
32410,22,647,4199,0,2007.0,200160,125.0,5,1,295,9,False,47
32412,7,691,5500,0,2006.0,376000,163.0,5,1,2592,9,False,47
32413,69,577,2000,4,2005.0,197532,75.0,3,1,2592,5,False,29
32414,48,576,29000,4,1989.0,47000,96.0,2,1,295,2,False,12
32415,44,801,47400,0,2020.0,7,136.0,4,1,1577,16,True,17
32416,22,432,5500,4,2012.0,30000,69.0,3,1,3062,10,True,29
32417,22,341,11350,4,2018.0,40187,125.0,5,1,1577,17,True,32
32418,69,565,14950,0,2016.0,66000,150.0,4,1,295,8,True,39
32420,55,447,5990,0,2008.0,228000,150.0,5,1,1577,25,True,50
32421,50,399,22890,0,2020.0,0,130.0,5,1,881,40,True,29
32422,54,80,64850,4,1995.0,137268,285.0,2,1,2592,15,True,7
32423,4,88,14500,4,2016.0,110000,125.0,5,1,881,15,True,21
32424,66,512,37999,1,2017.0,117000,525.0,5,0,2592,24,True,29
32425,55,493,14900,0,2015.0,115000,120.0,4,1,935,30,True,31
32426,70,652,3990,0,2007.0,179000,109.0,4,1,3421,32,True,29
32427,4,85,16995,4,2016.0,18000,125.0,5,0,3062,19,True,29
32428,4,92,11999,4,2011.0,199000,170.0,5,0,823,30,True,2
32429,51,33,14000,4,2014.0,42000,120.0,5,1,881,27,True,32
32430,69,752,20800,0,2016.0,79391,150.0,5,1,910,41,True,45
32431,44,213,23000,0,2016.0,76000,136.0,5,1,2592,12,False,7
32432,7,691,15449,0,2015.0,108049,163.0,5,1,156,16,True,45
32433,51,322,18490,0,2018.0,80367,115.0,4,1,881,34,True,29
32434,43,184,14950,0,2014.0,137864,150.0,5,1,3062,28,True,2
32435,59,744,35250,0,2020.0,735,190.0,5,0,219,14,True,29
32437,26,124,2000,4,2001.0,32000,55.0,5,1,255,7,False,7
32438,55,847,30900,1,2020.0,5,108.0,5,0,881,24,True,36
32440,46,559,23990,4,2015.0,128000,218.0,3,0,1733,32,True,32
32441,51,563,15500,0,2020.0,2,98.0,4,1,881,13,True,29
32444,44,213,42800,6,2020.0,0,218.0,5,0,1005,9,True,45
32445,49,508,1950,4,2005.0,213128,80.0,5,1,3421,17,True,45
32446,22,341,9900,4,2017.0,62495,125.0,5,1,390,22,True,7
32447,61,861,7900,4,2016.0,108000,71.0,3,1,881,10,True,45
32448,69,565,14900,0,2016.0,94000,120.0,5,1,3040,14,True,21
32449,33,848,7600,0,2013.0,73000,90.0,5,0,881,6,False,29
32451,44,221,10000,0,2002.0,360000,143.0,5,0,1577,9,False,0
32454,24,212,10800,4,2007.0,172000,201.0,3,1,3062,8,False,44
32456,44,213,29900,0,2020.0,7000,116.0,5,0,2592,8,True,7
32457,44,214,9800,4,2009.0,87917,116.0,5,0,3072,23,True,39
32458,55,680,12290,0,2016.0,80600,95.0,5,1,881,27,True,49
32459,62,449,10900,0,2012.0,112949,149.0,5,0,1777,20,True,47
32460,21,298,20000,0,1997.0,180000,129.0,4,1,881,0,False,41
32461,50,121,8990,0,2015.0,76000,110.0,4,1,881,10,True,12
32462,55,530,6995,4,2012.0,132000,140.0,5,0,881,24,True,46
32463,47,462,5999,4,2008.0,189500,143.0,4,0,2592,54,True,2
32464,51,33,14990,0,2017.0,145000,120.0,5,0,3062,10,True,13
32465,69,577,13490,4,2018.0,14000,75.0,5,1,881,13,True,7
32466,59,118,16990,4,2019.0,7743,115.0,5,1,806,10,True,6
32467,44,218,12990,0,2009.0,62000,150.0,3,1,3062,54,True,4
32468,44,213,4300,0,2005.0,213000,82.0,5,1,881,13,True,28
32470,4,89,4900,0,1996.0,328000,90.0,4,1,3421,10,False,2
32471,55,239,20000,4,2020.0,1055,140.0,5,0,881,24,True,8
32472,44,217,20250,0,2015.0,81000,136.0,4,0,142,7,True,45
32473,7,815,37900,0,2017.0,82900,231.0,5,0,106,18,True,49
32475,44,354,43900,0,2017.0,69000,204.0,5,0,881,31,True,39
32476,50,258,7300,4,2013.0,86000,85.0,5,1,1577,15,True,20
32477,4,88,23955,4,2019.0,15750,116.0,5,1,2592,37,True,10
32478,59,475,13900,0,2015.0,119000,150.0,5,1,3062,26,True,0
32479,44,236,6500,4,1999.0,95000,193.0,2,1,2592,10,True,7
32480,44,226,35890,0,2016.0,61443,258.0,5,0,2592,9,True,29
32481,7,689,20900,0,2017.0,69619,150.0,5,0,3062,10,True,2
32482,1,716,12499,0,2008.0,91000,200.0,2,1,1577,15,False,29
32484,26,448,18890,4,2020.0,5,120.0,5,1,3062,17,True,51
32485,69,759,16950,0,2016.0,120000,115.0,5,0,295,31,True,0
32486,22,517,2600,4,2007.0,151000,145.0,5,1,1577,5,False,39
32488,69,758,99990,6,2020.0,5000,462.0,5,0,295,14,True,22
32491,33,644,5999,4,2013.0,128000,109.0,5,1,881,21,True,29
32492,51,20,5800,0,2010.0,68000,70.0,5,1,2592,13,True,29
32493,55,198,10900,4,2013.0,56000,90.0,5,1,2592,22,True,45
32495,59,475,29000,4,2017.0,29400,300.0,5,0,1577,22,False,2
32496,31,325,40700,0,2018.0,44775,240.0,5,0,305,41,True,39
32497,36,633,27990,0,2018.0,176000,150.0,5,1,1577,38,True,1
32498,22,768,7900,0,2017.0,54875,75.0,3,1,881,10,True,7
32499,50,423,14500,0,2018.0,113000,170.0,5,0,1577,12,True,21
32500,59,475,26800,4,2018.0,30232,300.0,5,1,892,40,True,47
32501,59,118,21900,4,2019.0,4377,115.0,5,0,1490,19,True,7
32503,22,593,23900,5,2020.0,9000,155.0,5,1,295,31,True,45
32504,44,215,6000,0,2004.0,325000,143.0,3,0,1577,12,False,4
32505,67,254,20900,4,2020.0,0,122.0,4,0,1577,20,True,7
32507,36,632,10999,0,2006.0,168000,177.0,5,0,1577,15,False,3
32508,32,640,12900,4,2015.0,90000,140.0,5,1,881,37,True,17
32509,4,91,15490,0,2015.0,221000,150.0,5,1,2592,11,False,16
32510,59,417,12290,4,2019.0,10000,80.0,5,1,2048,30,True,29
32513,41,611,55900,0,2017.0,36462,275.0,4,0,2592,54,True,7
32514,21,58,8650,4,2017.0,39150,69.0,3,1,88,8,True,39
32515,47,556,17990,6,2016.0,129000,203.0,5,0,2444,33,True,25
32516,22,335,10490,0,2017.0,32060,85.0,5,1,881,15,True,29
32517,21,679,10900,0,2015.0,98000,90.0,4,1,881,31,True,0
32518,69,377,7500,0,2011.0,230000,105.0,5,1,2592,7,False,31
32519,63,555,2990,4,2005.0,247890,165.0,5,1,1577,24,True,32
32520,33,587,13990,4,2017.0,76281,120.0,3,1,3062,39,True,29
32521,55,493,15800,0,2016.0,67000,125.0,2,1,881,14,True,49
32522,4,596,23900,4,2017.0,34015,116.0,5,0,3481,6,True,29
32523,22,341,22800,5,2020.0,7,155.0,5,1,881,15,True,3
32524,7,691,19049,4,2016.0,96216,184.0,5,0,108,12,True,45
32525,33,546,25990,6,2020.0,4202,141.0,5,0,740,54,True,29
32526,51,59,27700,4,2020.0,7878,130.0,5,0,2592,26,True,6
32527,64,733,4750,4,2007.0,156000,92.0,5,1,3062,9,False,17
32528,33,587,6900,4,2013.0,134930,100.0,3,1,881,30,True,39
32529,51,142,12000,0,2014.0,335000,130.0,4,1,881,14,False,39
32530,11,139,13399,0,2016.0,58417,100.0,5,1,2444,25,True,29
32531,69,759,18999,0,2018.0,51825,115.0,5,0,1577,33,True,39
32532,43,184,20490,4,2017.0,64030,165.0,5,1,1577,43,True,39
32533,44,233,28900,4,2008.0,135000,315.0,2,0,2592,20,True,41
32535,47,307,25000,4,2021.0,0,163.0,5,1,881,6,True,9
32536,22,341,2500,0,2000.0,92000,90.0,5,1,1577,8,False,21
32537,7,691,24700,4,2018.0,62541,184.0,4,0,899,36,True,45
32538,69,566,10900,0,2012.0,218000,140.0,4,1,2592,9,True,16
32540,11,431,9800,0,2009.0,140000,120.0,4,1,881,8,True,25
32541,33,544,26990,5,2020.0,1,141.0,5,0,881,4,True,45
32542,4,85,15990,4,2019.0,15000,95.0,5,1,881,13,True,25
32543,46,484,5800,4,2007.0,145000,120.0,3,1,823,4,False,0
32544,22,647,11950,0,2014.0,111693,140.0,5,0,312,29,True,45
32545,11,153,11899,4,2020.0,4,72.0,5,1,3062,22,True,50
32546,7,692,23900,0,2017.0,84900,190.0,5,0,1577,11,True,32
32547,55,680,2499,0,2007.0,200000,105.0,5,1,295,9,True,18
32548,59,106,2200,0,2002.0,195000,115.0,5,1,881,3,False,22
32549,11,431,1200,0,2001.0,200000,71.0,4,1,1577,4,True,7
32550,1,8,2500,4,2005.0,134000,105.0,3,1,3062,13,True,7
