,make,price,fuel,year,kms,power,doors,shift,color,photos,is_professional,province
331,BMW,26890,Diésel,2017.0,37675,150.0,5,Automático,A96 MineralweiÃ? (metalizado),4,True,Valencia
332,VOLKSWAGEN,13900,Diésel,2016.0,159000,120.0,4,Manual,Marrón,20,True,Cantabria
334,VOLKSWAGEN,6900,Diésel,2012.0,145000,90.0,5,Manual,B4B4 Blanco Candy (sÃ³lido),11,True,Tarragona
335,VOLKSWAGEN,15500,Gasolina,2020.0,1200,80.0,5,Manual,Blanco,6,True,Alicante
336,AUDI,15490,Diésel,2017.0,89000,116.0,3,Manual,Gris / Plata,28,True,Madrid
338,AUDI,22000,Diésel,2018.0,40000,150.0,4,Automático,Blanco,5,False,Barcelona
339,AUDI,42900,Diésel,2020.0,50,150.0,5,Automático,Blanco,16,True,Málaga
340,KIA,9800,Diésel,2016.0,169000,110.0,5,Manual,Blanco,15,True,A Coruña
341,KIA,15495,Gasolina,2018.0,30000,120.0,5,Manual,Gris / Plata,13,True,Barcelona
342,AUDI,35200,Diésel,2017.0,96300,190.0,5,Automático,Blanco (T9T9 Blanco Ibis),15,True,Girona
343,KIA,4500,Gasolina,2007.0,150000,142.0,5,Manual,Negro,6,False,Asturias
344,PEUGEOT,24800,Gasolina,2020.0,1,130.0,5,Manual,Blanco,10,True,Asturias
345,BMW,85490,Híbrido enchufable,2019.0,3000,374.0,2,Automático,Gris / Plata (E-Copper con detalles Frozen Grey metalizado),37,True,Alicante
346,BMW,17500,Diésel,2016.0,52823,150.0,5,Automático,Gris / Plata,45,True,Tarragona
347,AUDI,18700,Diésel,2012.0,95000,143.0,5,Manual,Blanco,7,False,Baleares
348,HYUNDAI,12990,Gasolina,2020.0,2162,100.0,5,Manual,Blanco,5,True,Asturias
349,PEUGEOT,5500,Diésel,2015.0,244769,75.0,5,Manual,Blanco,21,True,Madrid
350,OPEL,2000,Diésel,2013.0,124000,110.0,5,Manual,Blanco,12,False,Huelva
352,MERCEDES-BENZ,7500,Diésel,2007.0,122700,88.0,2,Manual,Blanco (MFP02 Blanco),4,True,Albacete
353,AUDI,16200,Diésel,2017.0,112000,116.0,5,Manual,Negro (NEGRO),45,True,Madrid
354,TOYOTA,9990,Gasolina,2020.0,2961,72.0,5,Manual,Gris / Plata,13,True,Castellón
356,VOLKSWAGEN,18990,Diésel,2010.0,220000,140.0,4,Manual,Marrón,23,True,Madrid
357,LAND-ROVER,20000,Diésel,2014.0,94000,150.0,5,Manual,Blanco,8,False,Navarra
359,HYUNDAI,17990,Híbrido,2018.0,19960,141.0,5,Automático,POLAR WHITE,14,True,Jaén
360,FIAT,2500,Gasolina,2007.0,160000,60.0,5,Manual,Negro,28,True,Asturias
361,CITROEN,2750,Diésel,2011.0,215000,90.0,5,Manual,Blanco,7,False,Málaga
362,TOYOTA,13190,Híbrido,2017.0,94957,100.0,5,Automático,Gris / Plata,1,True,Madrid
363,BMW,27500,Gasolina,2002.0,194948,343.0,2,Automático,Gris / Plata,26,True,Girona
364,VOLKSWAGEN,5400,Diésel,2007.0,210000,140.0,2,Manual,Gris / Plata,13,True,Madrid
365,TOYOTA,23200,Diésel,2020.0,0,131.0,5,Manual,Gris / Plata (PLATA SIENA),23,True,Barcelona
366,VOLKSWAGEN,3750,Gasolina,2004.0,160000,75.0,5,Manual,Gris / Plata,11,True,Orense
368,CITROEN,4500,Diésel,2012.0,180000,68.0,5,Manual,Blanco,6,False,Barcelona
369,CITROEN,6980,Gasolina,2013.0,118117,95.0,5,Manual,Rojo,25,True,Valencia
370,BMW,18999,Diésel,2016.0,70977,190.0,4,Automático,Gris / Plata,24,True,Alicante
371,VOLKSWAGEN,16000,Gasolina,2010.0,119423,210.0,3,Manual,Blanco,10,False,Girona
372,BMW,29890,Diésel,2015.0,108923,258.0,4,Automático,Gris / Plata,54,True,Murcia
373,KIA,10985,Gasolina,2019.0,14000,84.0,5,Manual,Gris / Plata,22,True,Las Palmas
374,DACIA,4990,Diésel,2007.0,191090,85.0,5,Manual,Negro,21,True,Toledo
375,CITROEN,16143,Diésel,2020.0,2,99.0,5,Manual,Blanco,18,True,Madrid
376,BMW,23700,Diésel,2014.0,131248,184.0,2,Automático,"Azul (A89 Imperialblau,efecto brillo  metalizado)",39,True,Zaragoza
377,PEUGEOT,11000,Diésel,2013.0,135000,115.0,5,Automático,Gris / Plata,0,False,Cádiz
379,CHRYSLER,5999,Gasolina,2005.0,170000,143.0,2,Automático,Granate (negro),18,True,Baleares
380,NISSAN,13990,Diésel,2015.0,57852,110.0,5,Manual,Blanco,14,False,Badajoz
381,MAZDA,14990,Diésel,2013.0,68564,175.0,5,Automático,Blanco,28,True,Vizcaya
382,KIA,12000,Gasolina,2015.0,122000,120.0,5,Manual,Negro,0,False,Madrid
383,PORSCHE,54900,Diésel,2016.0,65000,258.0,5,Automático,"(( NACIONAL, LLANTA 21"", PANORÁMICO ))",54,True,Madrid
384,SEAT,5900,Gasolina,2010.0,80000,60.0,3,Manual,Blanco,7,True,Baleares
388,FIAT,6000,Gasolina,2000.0,200000,130.0,2,Manual,Negro,14,False,Alicante
389,VOLVO,18485,Diésel,2015.0,94995,136.0,5,Automático,Negro,22,True,Las Palmas
390,TOYOTA,12300,Híbrido,2016.0,112133,136.0,5,Automático,Azul,17,True,Sevilla
391,OPEL,8000,Diésel,2010.0,190516,110.0,5,Manual,Gris / Plata,9,False,Madrid
392,OPEL,12990,Diésel,2016.0,36554,136.0,5,Manual,Azul,17,True,Zaragoza
393,MINI,21900,Gasolina,2018.0,20000,102.0,5,Manual,Azul,9,True,Barcelona
394,MINI,14400,Diésel,2016.0,28500,95.0,5,Manual,Blanco,7,True,Vizcaya
397,RENAULT,16490,Gasolina,2016.0,93983,200.0,5,Automático,Negro,29,True,Vizcaya
399,PORSCHE,69900,Gasolina,2018.0,31131,360.0,5,Automático,Negro,1,True,Valencia
400,RENAULT,23500,Diésel,2019.0,16394,115.0,5,Manual,Azul,12,True,Castellón
401,MERCEDES-BENZ,26900,Diésel,2019.0,17930,116.0,5,Automático,Rojo (Rojo Júpiter),19,True,Valencia
403,CITROEN,13600,Gasolina,2019.0,22438,110.0,5,Manual,Gris / Plata,14,True,Barcelona
404,NISSAN,11900,Gasolina,2018.0,89800,115.0,5,Manual,Blanco,8,True,Málaga
405,PEUGEOT,12900,Gasolina,2021.0,10,75.0,5,Manual,Blanco (banquise),9,True,Valencia
407,CITROEN,1500,Gasolina,2003.0,190000,61.0,5,Manual,Azul,7,True,Valencia
408,PEUGEOT,23500,Eléctrico,2020.0,10,67.0,3,Automático,Blanco,22,True,Orense
409,BMW,17500,Gasolina,2004.0,132000,333.0,2,Manual,Blanco,18,False,Barcelona
410,MG,700,Gasolina,2002.0,192500,103.0,3,Manual,Gris / Plata,4,False,Tenerife
411,FORD,11990,Diésel,2017.0,69999,120.0,5,Automático,Gris / Plata,32,True,Málaga
412,BMW,49900,Diésel,2018.0,1000,231.0,4,Automático,"Azul (Imperialblau,efecto brillo  metalizado)",54,True,Alicante
413,AUDI,16500,Diésel,2016.0,99000,150.0,4,Automático,Negro (IMPRESIONANTE ),54,True,Toledo
414,RENAULT,17850,Diésel,2017.0,99000,130.0,5,Manual,Marrón,38,True,Valencia
415,VOLVO,33000,Diésel,2019.0,39350,150.0,5,Manual,Blanco (Blanco C614E),18,True,Ciudad Real
416,VOLKSWAGEN,21990,Diésel,2014.0,117000,184.0,5,Automático,Negro,22,True,Pontevedra
417,AUDI,7000,Gasolina,2005.0,189000,200.0,4,Manual,Gris / Plata,11,False,Navarra
418,AUDI,23890,Diésel,2016.0,92709,190.0,5,Automático,Azul,54,True,Murcia
419,NISSAN,12000,Gasolina,2016.0,65000,115.0,5,Manual,Granate,12,False,Barcelona
420,NISSAN,23600,Diésel,2019.0,22136,115.0,5,Automático,Z11 Negro (metalizado),32,True,Madrid
423,MINI,19600,Gasolina,2017.0,31125,102.0,5,Manual,B22 British Racing Green (metalizada),29,True,Vizcaya
425,MERCEDES-BENZ,7999,Diésel,2007.0,180000,150.0,2,Manual,Negro,10,True,Vizcaya
426,OPEL,16000,Diésel,2018.0,62000,163.0,5,Manual,Gris / Plata,13,False,Guipúzcoa
427,RENAULT,4399,Diésel,2009.0,118300,150.0,5,Automático,Gris / Plata,6,True,Madrid
428,RENAULT,18900,Gasolina,2019.0,5,150.0,5,Manual,Azul (Negro),17,True,Salamanca
429,FORD,13490,Diésel,2011.0,138000,200.0,5,Manual,Negro,45,True,Pontevedra
432,VOLVO,35900,Gasolina,2019.0,18700,250.0,4,Automático,Azul (DENIM BLUE),14,True,Barcelona
433,TOYOTA,13500,Diésel,2015.0,33000,124.0,5,Manual,Blanco,7,False,Lleida
434,CITROEN,14350,Gasolina,2020.0,5,83.0,5,Manual,Blanco,14,True,Albacete
436,BMW,12990,Diésel,2014.0,131260,116.0,5,Manual,Blanco,34,True,Barcelona
437,MERCEDES-BENZ,6900,Diésel,2008.0,106000,109.0,5,Automático,Beige,24,True,Almería
439,RENAULT,16000,Diésel,2019.0,31847,90.0,5,Manual,Gris / Plata (GRIS PLATINO+TECHO NEGRO),0,True,Madrid
440,AUDI,37600,Diésel,2018.0,60428,218.0,5,Automático,Azul (AZUL POLAR),6,True,Cádiz
441,PEUGEOT,6800,Gasolina,2013.0,146246,120.0,5,Manual,Negro (*CAS*),28,True,Barcelona
443,FORD,30800,Diésel,2020.0,0,150.0,5,Manual,Gris / Plata (MAGNETICO),11,True,Madrid
444,AUDI,2100,Diésel,1998.0,450000,110.0,3,Manual,Blanco,8,False,Madrid
445,PORSCHE,135900,Gasolina,2020.0,6800,460.0,5,Automático,Blanco,1,True,Barcelona
446,VOLVO,13800,Diésel,2016.0,120000,120.0,5,Manual,Negro,10,True,Cantabria
448,FIAT,4500,Gasolina,2013.0,79000,77.0,5,Manual,Rojo,0,False,Las Palmas
449,BMW,29980,Diésel,2015.0,89598,190.0,5,Manual,Azul,10,True,Pontevedra
450,DACIA,5998,Diésel,2016.0,176000,90.0,5,Manual,Blanco,9,True,Madrid
451,MERCEDES-BENZ,39900,Gasolina,2020.0,70,163.0,5,Automático,Azul,27,True,Las Palmas
452,SEAT,5900,Gasolina,2007.0,230000,160.0,5,Manual,Blanco,5,False,Barcelona
453,AUDI,9900,Diésel,2008.0,215000,240.0,5,Automático,Gris / Plata,10,False,Madrid
454,PORSCHE,53900,Gasolina,2013.0,89000,440.0,5,Automático,Blanco,54,True,Madrid
455,PEUGEOT,13275,Gasolina,2020.0,1,75.0,5,Manual,Amarillo,28,True,Castellón
456,DACIA,7500,Diésel,2016.0,51000,75.0,4,Manual,Blanco,6,True,Madrid
457,MERCEDES-BENZ,108300,Gasolina,2018.0,43000,571.0,5,Automático,Negro,12,True,Valencia
458,FORD,2000,Diésel,2004.0,294000,109.0,5,Manual,Azul,16,False,Girona
459,AUDI,18995,Diésel,2015.0,80825,150.0,5,Automático,Negro,23,True,Sevilla
460,SKODA,16500,Gasolina,2019.0,15059,115.0,5,Automático,8E8E Plata Brillante (metalizado),15,True,Madrid
461,CITROEN,15900,Diésel,2016.0,73500,150.0,5,Manual,Gris / Plata,54,True,Madrid
462,FORD,13000,Diésel,2015.0,104000,150.0,5,Automático,Rojo,5,False,Madrid
463,AUDI,27999,Diésel,2014.0,148000,204.0,5,Automático,Negro,35,True,Madrid
464,AUDI,13000,Diésel,2013.0,105700,105.0,3,Manual,Rojo,9,False,Toledo
465,RENAULT,25890,Diésel,2018.0,30000,145.0,5,Manual,Beige,34,True,Madrid
466,FORD,4999,Diésel,2010.0,177000,125.0,5,Manual,Gris / Plata,17,True,Zaragoza
467,RENAULT,13990,Gasolina,2018.0,82000,120.0,5,Manual,Negro Brillante (metalizado),12,True,Huelva
468,VOLVO,4900,Diésel,2009.0,287000,109.0,4,Manual,Blanco,18,True,Sevilla
469,PEUGEOT,16600,Diésel,2016.0,57000,130.0,4,Manual,Amarillo,9,True,Barcelona
470,PEUGEOT,2700,Diésel,2004.0,213000,70.0,3,Manual,Granate,6,False,Tarragona
471,FIAT,6490,Gasolina,2010.0,48000,69.0,3,Manual,Blanco,11,True,Madrid
472,BMW,38900,Diésel,2015.0,32567,245.0,5,Automático,475 Saphirschwarz (metalizado),38,True,Murcia
475,AUDI,18900,Diésel,2015.0,90629,150.0,4,Manual,Negro,18,True,Córdoba
476,VOLKSWAGEN,12500,Diésel,2012.0,92453,102.0,5,Manual,Marrón,14,True,Navarra
478,VOLKSWAGEN,16250,Diésel,2014.0,34000,105.0,5,Manual,Blanco,7,False,Barcelona
479,FORD,999,Diésel,2000.0,257000,90.0,5,Manual,Azul,12,False,Toledo
481,PORSCHE,23500,Gasolina,2010.0,127990,405.0,5,Automático,Blanco,42,True,Madrid
482,RENAULT,23900,Diésel,2019.0,5311,150.0,5,Manual,Azul,25,True,Barcelona
483,BMW,5000,Gasolina,2004.0,196000,231.0,2,Manual,Azul,5,False,Castellón
484,OPEL,15400,Diésel,2018.0,116000,120.0,4,Manual,Blanco,7,True,Barcelona
485,MERCEDES-BENZ,18990,Diésel,2014.0,137000,170.0,5,Automático,Negro,23,False,Madrid
486,IVECO,7990,Diésel,2007.0,304224,116.0,4,Manual,Blanco,22,True,Valencia
487,MINI,23900,Gasolina,2019.0,23179,136.0,5,Automático,Midnight Black (metalizada),22,True,Madrid
488,MERCEDES-BENZ,21990,Diésel,2016.0,95000,136.0,4,Automático,Gris / Plata,17,True,Granada
489,VOLKSWAGEN,1800,Gasolina,2001.0,220000,105.0,5,Manual,Gris / Plata,1,False,Tenerife
490,BMW,15000,Diésel,2014.0,80000,143.0,5,Manual,Negro,10,False,Barcelona
491,PORSCHE,24990,Gasolina,2006.0,94000,245.0,3,Automático,Negro,16,True,Madrid
492,PEUGEOT,7500,Gasolina,2016.0,78700,82.0,5,Manual,Negro,11,True,Pontevedra
493,OPEL,16446,Diésel,2017.0,92000,120.0,4,Manual,Blanco,10,True,Barcelona
494,NISSAN,8999,Gasolina,2012.0,90000,117.0,5,Manual,Blanco,22,True,Barcelona
495,OPEL,7999,Diésel,2009.0,250000,146.0,4,Manual,Negro,17,False,Alicante
497,VOLKSWAGEN,17700,Diésel,2016.0,41736,110.0,5,Automático,Gris / Plata,12,True,Sevilla
498,SKODA,19950,Diésel,2016.0,80000,150.0,5,Automático,Beige,29,True,Sevilla
500,SEAT,17405,Gasolina,2019.0,23100,150.0,5,Manual,Rojo,10,True,Barcelona
503,BMW,19900,Diésel,2016.0,100000,150.0,5,Automático,Negro ( Black Sapphire ),54,True,Madrid
504,BMW,14800,Diésel,2008.0,124900,197.0,2,Manual,Negro,17,True,Burgos
505,SUZUKI,4700,Gasolina,2004.0,169000,80.0,3,Manual,Beige (arena dakariana),11,True,Las Palmas
507,HYUNDAI,9990,Diésel,2015.0,65400,110.0,5,Manual,Negro,31,True,Sevilla
508,BMW,23990,Gasolina,2013.0,110951,306.0,4,Automático,Negro (NEGRO),24,True,Tarragona
509,RENAULT,14800,Diésel,2017.0,106478,110.0,5,Manual,Blanco,13,True,Córdoba
511,BMW,34900,Diésel,2016.0,14000,190.0,2,Automático,Granate,8,False,Madrid
512,VOLKSWAGEN,13500,Gasolina,1991.0,100000,110.0,4,Manual,Gris / Plata,6,False,Las Palmas
513,RENAULT,16300,Diésel,2020.0,4500,85.0,5,Manual,Blanco,20,True,Baleares
514,KIA,16700,Híbrido,2017.0,82433,141.0,5,Automático,UD Clear White (sÃ³lido),33,True,Barcelona
515,NISSAN,13900,Gasolina,2019.0,9719,112.0,5,Manual,Negro (metallic),15,True,Madrid
516,OPEL,11900,Diésel,2018.0,53744,110.0,5,Manual,GAN Plata Blade (metalizado),32,True,Valencia
517,MERCEDES-BENZ,67990,Gasolina,2016.0,2550,457.0,2,Automático,Blanco (PINTURA ESPECIAL EFECTO PERLADO),39,True,Toledo
518,FIAT,1300,Gasolina,2003.0,180000,60.0,5,Manual,Gris / Plata,0,False,Madrid
520,TOYOTA,8800,Gasolina,2017.0,55750,69.0,5,Manual,Azul (Marino),16,True,Girona
521,TOYOTA,16400,Diésel,2014.0,179943,150.0,5,Automático,Rojo (*GET*),33,True,Sevilla
522,NISSAN,4500,Gasolina,2005.0,58000,80.0,3,Manual,Gris / Plata,12,False,Barcelona
524,BMW,28900,Diésel,2017.0,36000,190.0,2,Automático,Blanco,5,False,Málaga
525,BMW,16500,Diésel,2016.0,76029,150.0,5,Manual,B53 Sparkling Brown (metalizado),14,True,Madrid
526,DS,37899,Diésel,2019.0,28,180.0,5,Automático,Negro,37,True,Álava
527,RENAULT,19400,Gasolina,2019.0,50667,140.0,5,Manual,Azul,50,True,Granada
528,VOLKSWAGEN,10900,Diésel,2011.0,224000,170.0,5,Manual,Blanco,9,False,Madrid
529,AUDI,16990,Diésel,2012.0,319116,245.0,5,Automático,Azul,17,True,Alicante
530,MERCEDES-BENZ,19950,Diésel,2017.0,159000,170.0,5,Automático,Negro,1,True,Navarra
531,FIAT,12500,Diésel,2019.0,18900,95.0,4,Manual,Gris / Plata,16,True,Huelva
532,SMART,26920,Eléctrico,2020.0,1,82.0,3,Automático,Negro,21,True,Madrid
534,MERCEDES-BENZ,29900,Diésel,2020.0,5662,116.0,5,Automático,Negro (Noche),11,True,La Rioja
535,VOLVO,29670,Diésel,2016.0,103594,235.0,5,Automático,Gris / Plata (gris claro),54,True,Burgos
536,OPEL,2000,Gasolina,2005.0,185200,147.0,2,Manual,Azul,10,False,Zaragoza
537,MINI,6999,Gasolina,2001.0,124000,115.0,3,Manual,Negro,18,True,Barcelona
538,VOLKSWAGEN,6000,Diésel,2011.0,176000,105.0,4,Manual,Azul,4,False,Madrid
539,TOYOTA,16000,Híbrido,2018.0,49034,136.0,5,Automático,Blanco,26,True,Madrid
542,PEUGEOT,19900,Diésel,2018.0,38207,100.0,5,Manual,Marrón (Metallic Cooper),41,True,Cantabria
543,VOLKSWAGEN,40490,Diésel,2020.0,12275,240.0,5,Automático,2T2T Negro Profundo (efecto perla),20,True,Barcelona
544,PEUGEOT,18950,Diésel,2020.0,10,130.0,5,Manual,Blanco,21,True,Barcelona
546,RENAULT,12900,Diésel,2016.0,67344,110.0,5,Manual,Azul,23,True,Madrid
548,CITROEN,500,Gasolina,2007.0,120000,90.0,5,Manual,Gris / Plata,5,False,Las Palmas
549,MINI,4900,Gasolina,2005.0,149000,90.0,3,Manual,Verde,8,False,Cáceres
550,MERCEDES-BENZ,33700,Diésel,2018.0,47478,163.0,4,Automático,Gris / Plata,9,False,Lleida
551,CITROEN,13100,Diésel,2016.0,98512,120.0,5,Manual,Blanco Banquise (sólido),21,True,Guadalajara
554,KIA,26890,Gasolina,2020.0,20,140.0,5,Manual,Blanco,12,True,La Rioja
556,VOLKSWAGEN,14900,Gasolina,2018.0,82765,110.0,5,Manual,Blanco,28,True,Sevilla
557,LAND-ROVER,28950,Diésel,2017.0,46596,180.0,5,Manual,Azul,26,True,Barcelona
558,CADILLAC,21800,Gasolina,2007.0,114000,409.0,5,Automático,Blanco,22,True,Madrid
559,HYUNDAI,11700,Diésel,2013.0,116345,136.0,4,Automático,Blanco (*COR*),24,True,Madrid
560,MERCEDES-BENZ,12900,Diésel,2013.0,110000,109.0,5,Manual,Azul,1,True,Alicante
561,VOLKSWAGEN,19970,Diésel,2018.0,114600,102.0,4,Manual,Blanco,24,True,Valencia
562,VOLKSWAGEN,2400,Diésel,2003.0,329959,130.0,4,Manual,Gris / Plata,32,True,Madrid
563,PORSCHE,54999,Diésel,2016.0,93000,262.0,5,Automático,Negro (Jet Black),37,True,Valencia
564,VOLKSWAGEN,5300,Diésel,2004.0,73000,105.0,3,Manual,Rojo,32,False,Zaragoza
565,BMW,14900,Diésel,2008.0,189000,197.0,2,Automático,Azul,19,False,Málaga
566,NISSAN,24800,Diésel,2020.0,6900,120.0,4,Manual,Blanco,10,True,Teruel
567,OPEL,4000,Diésel,2007.0,145000,120.0,5,Manual,Negro,10,True,Pontevedra
568,RENAULT,8799,Diésel,2018.0,31113,75.0,5,Manual,QPA$369 Blanco Glaciar (opaco),11,True,Málaga
571,BMW,23900,Gasolina,2010.0,84600,306.0,2,Manual,Gris / Plata,8,False,Toledo
572,CITROEN,3350,Diésel,2004.0,92050,70.0,5,Manual,Gris / Plata (MFP11 Gris),25,True,Madrid
574,FORD,65900,Híbrido enchufable,2020.0,1,450.0,4,Automático,Negro,10,True,Madrid
575,SEAT,9990,Diésel,2013.0,100000,150.0,5,Manual,Blanco,12,True,Las Palmas
577,VOLKSWAGEN,3599,Diésel,2006.0,260000,105.0,5,Manual,Blanco,18,True,Madrid
578,BMW,21900,Diésel,2018.0,21009,150.0,5,Manual,Blanco,10,True,Murcia
579,MERCEDES-BENZ,43999,Gasolina,2019.0,48500,211.0,5,Automático,Gris / Plata (BRONCE),54,True,Alicante
580,AUDI,20850,Diésel,2016.0,122587,150.0,5,Automático,0E0E Negro Mitos (metalizado),9,True,Madrid
582,HYUNDAI,13750,Diésel,2018.0,18800,90.0,5,Manual,Blanco,30,True,Burgos
584,KIA,17100,Diésel,2018.0,50116,115.0,5,Manual,HW2 Deluxe White (metalizado),29,True,Madrid
586,SEAT,11990,Gasolina,2017.0,58456,95.0,5,Manual,Blanco,23,True,Barcelona
587,FORD,23800,Diésel,2020.0,3800,120.0,5,Manual,Gris / Plata,22,True,Tarragona
588,VOLKSWAGEN,13290,Gasolina,2018.0,51137,95.0,5,Automático,8E8E Plata RÃ©flex (metalizado),20,True,Barcelona
589,MERCEDES-BENZ,39990,Híbrido,2019.0,11560,184.0,2,Automático,Blanco,33,True,Valencia
590,MERCEDES-BENZ,28900,Diésel,2020.0,8063,116.0,5,Automático,Gris / Plata (Plata iridio),20,True,Toledo
591,HYUNDAI,9790,Gasolina,2019.0,20267,66.0,5,Manual,Gris / Plata (Sleek Silver),19,True,Madrid
592,SEAT,11990,Gasolina,2018.0,79000,110.0,5,Manual,Azul,36,True,Madrid
593,FORD,2800,Diésel,2007.0,213965,115.0,3,Manual,Gris / Plata,8,False,Barcelona
594,FIAT,7500,Diésel,2017.0,100000,90.0,3,Manual,Blanco,10,True,Valencia
595,AUDI,21990,Diésel,2016.0,108000,190.0,5,Automático,Blanco,35,True,Cantabria
596,MERCEDES-BENZ,19350,Diésel,2015.0,97000,136.0,5,Manual,Negro,9,True,Navarra
599,CITROEN,11800,Diésel,2020.0,89500,130.0,5,Manual,Gris / Plata,12,True,A Coruña
600,MITSUBISHI,7450,Gasolina,2004.0,98000,114.0,5,Manual,Gris / Plata,15,True,Madrid
601,VOLKSWAGEN,7500,Diésel,2012.0,175000,105.0,5,Manual,Gris / Plata,10,True,Valencia
602,FORD,20900,Gasolina,2019.0,34000,150.0,5,Manual,Gris / Plata,15,True,Alicante
603,CHEVROLET,12495,Diésel,2014.0,112409,184.0,5,Automático,Blanco,35,True,Madrid
604,MERCEDES-BENZ,14500,Diésel,2010.0,260000,231.0,2,Automático,Blanco,7,False,Huelva
605,JAGUAR,39900,Gasolina,2017.0,47200,340.0,4,Automático,Negro,27,True,Vizcaya
608,OPEL,9499,Diésel,2016.0,149000,136.0,5,Manual,Gris / Plata,11,True,Toledo
610,CITROEN,6500,Diésel,2011.0,140000,112.0,5,Manual,Gris / Plata,10,False,Sevilla
612,RENAULT,1500,Diésel,2004.0,297926,120.0,5,Automático,Azul,8,False,Madrid
613,INFINITI,35900,Gasolina,2018.0,20500,211.0,2,Automático,Pure White (Metallic),48,True,Madrid
614,FIAT,13485,Diésel,2019.0,11018,95.0,5,Manual,487 Azul (metalizado),27,True,Barcelona
615,FIAT,3900,Gasolina,2010.0,160000,90.0,5,Manual,Blanco,10,True,Madrid
618,PEUGEOT,10500,Gasolina,2019.0,21688,72.0,5,Manual,Azul,17,True,Barcelona
619,PEUGEOT,3500,Diésel,2006.0,193000,136.0,4,Manual,Negro,11,True,Valencia
620,VOLKSWAGEN,12500,Diésel,2014.0,83078,105.0,5,Manual,0Q0Q Blanco Puro (especial),23,True,Lleida
621,OPEL,7990,Gasolina,2017.0,73600,90.0,5,Manual,Azul,10,True,Tenerife
622,AUDI,19900,Diésel,2016.0,48409,110.0,5,Manual,Blanco Glaciar (metalizado),41,True,Álava
623,KIA,12910,Gasolina,2018.0,26320,100.0,5,Manual,Gris / Plata (GRIS),14,True,Madrid
624,VOLKSWAGEN,23999,Gasolina,2018.0,105000,245.0,5,Automático,Negro,13,False,Madrid
625,MAZDA,7990,Diésel,2010.0,93000,109.0,5,Manual,Rojo,22,True,A Coruña
626,CITROEN,1200,Gasolina,2001.0,210000,143.0,5,Manual,Verde,17,False,Baleares
627,FIAT,7999,Diésel,2014.0,34900,75.0,4,Manual,Blanco,14,True,Granada
629,SEAT,18900,Gasolina,2019.0,4000,115.0,5,Manual,Blanco,22,True,Navarra
630,DS,38102,Eléctrico,2021.0,1,136.0,5,Automático,Gris / Plata,4,True,Barcelona
631,AUDI,22300,Gasolina,2019.0,50679,150.0,4,Automático,Negro (A2A2 Negro Brillante),37,True,Madrid
632,RENAULT,17200,Diésel,2020.0,3000,115.0,5,Manual,Negro,22,True,Toledo
633,FORD,9400,Diésel,2017.0,105497,120.0,5,Manual,Blanco,35,True,Cádiz
635,VOLKSWAGEN,15350,Diésel,2016.0,67000,110.0,5,Manual,Negro,7,True,Madrid
636,TOYOTA,20900,Gasolina,2015.0,55200,200.0,2,Automático,Rojo,15,True,Orense
637,BMW,33000,Gasolina,2009.0,80000,420.0,2,Automático,Negro,13,False,Madrid
639,MERCEDES-BENZ,28919,Diésel,2019.0,51285,136.0,4,Automático,Azul,20,True,Vizcaya
640,RENAULT,14500,Diésel,2016.0,164500,125.0,4,Manual,Blanco,10,True,Madrid
641,BMW,20600,Diésel,2016.0,87963,150.0,5,Manual,Blanco,15,True,Zaragoza
642,AUDI,9800,Diésel,2007.0,270000,233.0,5,Manual,Gris / Plata (Gris oscuro),18,True,Sevilla
643,VOLVO,8990,Diésel,2010.0,172000,163.0,5,Manual,Gris / Plata,8,True,Madrid
644,VOLKSWAGEN,9500,Diésel,2016.0,185000,120.0,5,Manual,Gris / Plata,9,True,Sevilla
645,NISSAN,13200,Gasolina,2016.0,66000,117.0,5,Automático,Gris / Plata,36,True,Valencia
646,SKODA,19500,Gasolina,2020.0,4269,115.0,5,Manual,Azul,27,True,Tarragona
647,MERCEDES-BENZ,27500,Gasolina,2018.0,27206,122.0,4,Automático,Blanco,8,True,Almería
648,SEAT,15650,Diésel,2019.0,24058,115.0,5,Manual,Azul,23,True,Madrid
649,FORD,18990,Diésel,2019.0,11400,100.0,5,Manual,Gris / Plata,20,True,Valencia
650,SSANGYONG,18500,Diésel,2018.0,74605,178.0,5,Manual,Blanco,33,True,Málaga
651,JEEP,31500,Diésel,2016.0,58000,190.0,5,Automático,Negro,25,True,Cantabria
652,OPEL,11990,Diésel,2015.0,71000,110.0,5,Manual,Gris / Plata,32,True,Valencia
653,NISSAN,8990,Diésel,2007.0,230000,171.0,5,Automático,Negro,25,True,Alicante
655,RENAULT,17900,Gasolina,2017.0,13000,150.0,4,Automático,Gris / Plata (Plata),1,True,Málaga
656,VOLKSWAGEN,14500,Diésel,2016.0,110000,150.0,4,Manual,Negro,10,True,Tarragona
657,SKODA,9995,Diésel,2017.0,120398,90.0,5,Manual,9P9P Blanco Candy (sÃ³lido),16,True,Jaén
660,CITROEN,8000,Gasolina,2016.0,32000,82.0,5,Manual,Verde,9,False,Baleares
661,MERCEDES-BENZ,49990,Gasolina,2016.0,68000,367.0,5,Automático,Blanco,23,True,Cantabria
662,RENAULT,9200,Diésel,2018.0,31113,75.0,5,Manual,Blanco,11,True,Sevilla
663,NISSAN,17990,Diésel,2018.0,22625,110.0,5,Manual,Blanco,1,True,Cádiz
